content,label
东西值得信赖想买的朋友赶快下手吧,1
申请上门换货,0
用了两年没问题,1
用了十多年了点问题都没得,1
图标什么也很大很亮,1
解锁速度却是出奇的好,1
但是确实还有很多可以完善的地方,0
京东快递也很迅速,1
她很欢喜,1
晚上下单第二天一早就到了,1
从外观看也特别高大上,1
这次是买给别人的,0
确实比较方便,1
觉得小巧可爱又精致,1
用起来也没噪音,1
决定这是今年最后一台手机壳,0
其他特色：给个好评,1
而且效果真的比水龙头净水器好得多,1
垃圾到不能再垃圾中午刚到的电脑还没用到两个小时电脑就烫的要命而且word没有激活需要自己付费,-1
重要的是安静,1
音质较一般电视好,1
连接我的mate10电脑模式投屏,0
由于是家里老人在用,0
下次一定还购买,1
待机时间：2天不充电,0
我觉得是里面的水不能全部接出来,-1
真是无语小气到家了,-1
不错哦哦,1
现在老婆先试用,0
就发烫啊,-1
说明书很详细卖家服务态度也非常好,1
保护效果好,1
除了开turbo的时候风扇声音有点大以外,-1
师傅把旧电视拿下来,0
封口贴完整,1
怎么不能设置多少分钟呢,-1
整体仍然给5颗星,1
经济耐用,1
试通电,0
目前为止购买感受还是不错的,1
送超级大的水杆,1
出水有点慢,-1
图像不太真,-1
素皮材质很好看,1
听音乐不错,1
放大来看,0
手势图案解锁解不开,-1
性能在同等价位中算高,1
运行速度：使用不错,1
送货人的态度也非常好,1
等回家再看下,0
验证中,0
尤其是睡眠功能,0
除了电视机系统有点老外,-1
适合不玩游戏的人使用,1
朋友用后觉得好推荐的、货收到了,1
难怪那么多人买,0
还得配一条长的,0
想买个轻便的放弃吧,-1
能录不能读,-1
一直买虎牌产品,1
出雾口有两个,0
我的净水机已安装三天没有龙头,-1
总之就是心里欢喜,1
电视买回后就装上了,0
容易退出来,-1
比店里便宜喔,1
目前来说还好,1
不过包装还是很结实的,1
高效巴氏除菌,1
之前的5.8寸s6和6寸的x20没有出现过误触,1
比超市便宜啊,1
拍起来也很高清,1
客服超有耐心,1
就是后壳的边框有点割手,-1
很漂亮啊,1
这是买净水机赠送的,0
玩着手感很好,1
特别难拔出来转换器,-1
关闭游戏偶尔显示屏会黑屏,-1
指纹解锁灵敏度不错,1
能待机超过2天,1
好饭味,1
太重了不适合长时间戴建议卖眼镜的,-1
仔细挑选了外观精致且主流的机型作为送给妈妈的新年礼物,1
家里一直用福库,1
很灵敏呢,1
我是真的搞不懂,-1
空调已经装好,0
终于买到了符合的配件,1
想要晚上睡觉用的人们还是别考虑了,-1
